"id","MOSTYPE","MAANTHUI","MGEMOMV","MGEMLEEF","MOSHOOFD","MGODRK","MGODPR","MGODOV","MGODGE","MRELGE","MRELSA","MRELOV","MFALLEEN","MFGEKIND","MFWEKIND","MOPLHOOG","MOPLMIDD","MOPLLAAG","MBERHOOG","MBERZELF","MBERBOER","MBERMIDD","MBERARBG","MBERARBO","MSKA","MSKB1","MSKB2","MSKC","MSKD","MHHUUR","MHKOOP","MAUT1","MAUT2","MAUT0","MZFONDS","MZPART","MINKM30","MINK3045","MINK4575","MINK7512","MINK123M","MINKGEM","MKOOPKLA","PWAPART","PWABEDR","PWALAND","PPERSAUT","PBESAUT","PMOTSCO","PVRAAUT","PAANHANG","PTRACTOR","PWERKT","PBROM","PLEVEN","PPERSONG","PGEZONG","PWAOREG","PBRAND","PZEILPL","PPLEZIER","PFIETS","PINBOED","PBYSTAND","AWAPART","AWABEDR","AWALAND","APERSAUT","ABESAUT","AMOTSCO","AVRAAUT","AAANHANG","ATRACTOR","AWERKT","ABROM","ALEVEN","APERSONG","AGEZONG","AWAOREG","ABRAND","AZEILPL","APLEZIER","AFIETS","AINBOED","ABYSTAND","CARAVAN"
"714","31","1","3","3","7","2","2","0","5","6","1","3","3","1","6","0","1","8","3","0","1","0","2","4","0","0","2","3","4","6","3","6","0","3","9","0","3","6","0","0","0","2","1","0","0","0","6","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"715","36","1","3","4","8","1","4","1","4","7","1","2","4","4","2","0","4","5","0","0","0","9","0","0","0","4","0","5","0","7","2","6","2","1","5","4","5","4","0","0","0","3","3","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"716","23","1","2","2","5","2","0","3","6","7","0","2","3","3","3","1","1","8","2","0","0","1","5","3","1","1","1","7","1","8","1","4","2","4","3","6","1","6","3","1","0","4","5","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"717","13","1","2","2","3","2","2","0","5","3","4","3","3","4","3","6","2","2","6","0","0","2","2","0","6","2","0","2","0","7","2","7","2","0","3","6","2","2","6","0","0","4","6","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"718","37","1","3","3","8","0","5","0","4","8","0","1","0","3","6","0","3","6","0","2","0","5","3","1","0","2","4","4","1","1","8","8","1","0","8","1","0","6","3","0","0","4","4","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"719","33","1","3","3","8","1","5","1","3","7","1","2","2","3","5","2","4","4","3","1","2","2","2","1","3","2","3","3","1","3","6","6","2","1","5","4","3","2","3","2","1","4","3","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"720","3","1","2","3","1","1","4","2","4","5","2","3","3","5","2","2","4","3","3","1","1","4","2","1","2","3","2","3","1","6","3","6","1","2","7","2","2","3","3","1","0","4","6","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"721","8","1","3","3","2","2","5","2","1","7","2","0","0","2","7","4","4","2","3","0","0","5","2","1","2","3","3","2","1","0","9","9","0","0","4","5","1","2","7","0","0","5","7","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"722","38","1","4","2","9","0","2","3","5","6","0","3","2","0","7","0","6","3","0","0","0","7","0","2","0","3","4","3","0","4","5","9","0","0","7","2","0","7","0","2","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"723","24","1","2","2","5","0","2","2","7","4","2","3","3","5","2","1","3","6","0","0","0","2","4","4","0","1","3","5","0","9","0","4","0","5","7","2","3","4","2","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"724","38","1","2","3","9","0","3","3","4","5","0","4","4","1","5","0","0","9","0","0","0","4","0","5","0","0","0","5","4","9","0","6","0","3","9","0","1","6","3","0","0","4","4","2","0","0","0","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0"
"725","38","1","2","2","9","0","3","1","5","8","0","1","4","1","5","1","1","7","2","0","0","2","3","3","1","0","1","2","6","9","0","7","0","2","9","0","7","2","0","0","0","2","4","2","0","0","0","0","0","0","0","0","0","0","4","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0"
"726","38","1","3","3","9","0","6","2","3","6","0","3","0","3","6","1","6","3","2","0","0","5","2","2","2","2","4","2","0","7","2","7","0","2","6","3","3","3","3","1","0","4","4","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"727","8","1","3","3","2","5","0","2","3","6","0","3","0","3","6","0","5","4","2","0","0","4","2","2","2","2","3","5","0","1","8","7","2","0","5","4","2","6","2","0","0","3","8","2","0","0","0","0","0","0","0","0","0","0","3","0","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"728","6","1","3","2","2","0","7","2","0","7","2","0","0","6","3","2","7","0","2","0","0","7","0","0","2","3","4","0","0","0","9","7","2","0","7","2","0","6","3","0","0","4","8","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"729","40","1","3","3","10","0","3","0","6","9","0","0","0","4","5","2","0","7","2","0","5","0","2","0","2","1","5","3","0","2","7","7","2","0","7","2","4","2","4","0","0","3","3","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"730","28","1","2","4","6","1","7","1","2","7","1","2","2","6","1","3","5","2","3","3","1","2","2","1","3","1","2","3","2","2","7","7","0","2","5","4","2","4","3","2","0","4","1","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"731","38","1","3","3","9","0","4","0","5","9","0","0","0","4","5","0","3","6","0","0","0","0","5","5","0","0","2","5","2","9","0","3","2","4","9","0","6","3","0","0","0","2","4","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"732","9","1","3","3","3","1","4","1","5","7","1","1","0","5","4","0","8","1","1","1","0","4","2","3","0","0","5","4","1","0","9","6","2","2","8","1","0","8","0","1","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"733","30","1","2","3","7","0","5","1","3","7","1","2","3","5","2","0","4","5","0","0","0","2","2","6","0","3","3","2","3","3","6","9","0","0","5","4","2","3","3","3","0","5","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"734","38","1","3","3","9","0","9","0","0","5","0","4","0","5","4","0","0","9","0","0","2","0","3","5","0","0","0","9","0","9","0","3","2","4","7","2","9","0","0","0","0","2","3","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"735","33","2","3","3","8","0","2","3","5","6","3","0","0","3","6","0","1","8","0","0","0","1","6","3","0","1","1","8","0","3","6","6","3","0","9","0","3","5","2","1","0","3","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"736","31","1","3","3","7","0","2","3","5","6","3","0","0","4","5","0","0","9","0","0","0","0","0","9","0","0","0","9","0","5","4","4","3","3","9","0","0","5","4","0","0","4","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"737","23","1","1","2","5","1","4","2","4","2","2","6","6","3","1","2","4","4","2","0","0","3","2","3","2","2","2","5","1","8","1","6","0","3","8","1","2","6","2","1","0","3","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"738","33","1","3","3","8","0","3","0","6","9","0","0","0","0","9","0","4","5","0","0","0","3","3","4","0","3","6","0","0","4","5","6","0","3","3","6","5","0","4","0","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"739","32","1","2","4","7","1","3","3","3","5","1","4","4","2","4","1","3","6","2","1","1","3","2","3","1","2","1","4","2","2","7","5","1","4","6","3","3","4","2","1","0","3","1","2","0","0","6","0","0","0","0","0","0","0","3","0","0","0","3","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"740","39","2","5","3","9","0","6","0","3","9","0","0","0","3","6","0","4","5","0","0","0","3","6","0","0","2","3","5","0","3","6","9","0","0","9","0","6","0","3","0","0","3","5","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"741","11","1","3","2","3","7","0","2","0","6","0","3","1","4","4","1","5","4","1","0","0","3","2","4","1","2","2","5","2","3","6","9","0","0","6","3","2","4","3","1","0","4","6","2","0","0","6","0","0","0","0","0","0","0","4","0","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0"
"742","13","1","3","2","3","0","4","0","5","9","0","0","5","2","3","2","5","2","6","0","0","3","0","0","1","1","2","3","2","7","2","9","0","0","7","2","6","0","3","0","0","3","6","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"743","3","1","2","4","1","0","4","0","5","7","0","2","2","6","2","3","5","1","6","1","0","2","0","1","6","0","2","2","0","6","3","7","2","0","3","6","2","4","4","1","0","5","6","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"744","34","2","3","2","8","0","7","0","2","7","2","0","0","4","5","0","2","7","0","2","0","2","4","2","0","0","4","5","0","2","7","5","4","0","9","0","0","5","4","0","0","4","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"745","35","1","2","3","8","0","4","4","2","7","2","1","1","7","2","0","3","6","1","0","2","4","1","4","1","1","4","4","2","7","2","8","1","1","7","2","5","3","2","0","0","3","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"746","29","1","2","3","7","0","9","0","0","5","0","4","2","4","3","0","9","0","4","0","0","5","0","0","4","5","0","0","0","2","7","7","2","0","3","6","0","0","9","0","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"747","34","1","3","3","8","0","3","3","5","9","0","0","0","3","6","3","6","0","1","0","0","8","1","0","1","6","3","0","0","0","9","3","6","0","0","9","0","0","1","8","1","8","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"748","33","1","3","4","8","0","4","0","5","5","0","4","3","2","5","0","2","7","0","0","2","0","3","4","0","0","3","3","4","0","9","6","0","3","9","0","6","3","0","0","0","2","3","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"749","25","1","2","3","6","0","5","1","4","3","2","5","5","3","3","2","3","4","1","1","0","4","2","3","1","4","1","3","2","7","2","6","1","3","8","1","5","3","2","0","0","3","1","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"750","29","1","1","3","7","2","1","2","5","2","0","7","6","2","2","0","2","7","0","0","0","0","3","6","0","0","0","7","2","8","1","4","0","5","7","2","7","1","2","0","0","2","3","1","0","0","6","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"751","33","1","3","3","8","0","5","0","4","7","2","0","0","3","6","0","4","5","2","0","2","0","4","3","2","0","2","5","0","4","5","7","2","0","5","4","2","2","3","3","0","5","3","2","0","0","6","0","0","0","0","0","0","0","3","0","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0"
"752","33","2","2","3","8","0","7","1","2","5","1","4","4","1","5","0","2","7","0","0","1","2","6","1","0","2","1","7","1","8","1","5","1","4","8","1","5","3","2","0","0","3","3","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"753","23","1","2","2","5","2","2","2","5","5","1","4","3","4","3","0","6","3","1","0","0","4","3","2","1","2","4","3","0","3","6","5","1","3","8","1","3","5","2","0","0","3","3","2","0","0","6","0","0","0","0","0","0","0","3","0","0","0","2","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"754","11","1","3","2","3","6","1","2","2","6","2","1","1","3","6","2","4","4","2","2","0","2","3","2","3","2","2","4","1","6","3","5","2","3","5","4","1","4","5","1","1","4","7","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"755","22","1","2","2","5","0","4","2","4","0","5","4","2","5","3","0","4","5","0","0","0","2","4","4","0","0","4","4","2","9","0","7","0","2","9","0","4","2","3","0","0","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"756","8","1","3","3","2","0","4","1","4","6","1","3","3","1","6","4","2","4","3","0","0","5","2","1","3","3","1","4","0","1","8","7","0","2","8","1","1","6","3","0","0","4","7","1","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"757","33","1","2","2","8","0","3","2","4","5","2","3","3","4","3","0","4","5","0","0","0","5","4","0","0","3","0","6","0","7","2","9","0","0","9","0","3","6","0","0","0","3","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"758","8","1","3","3","2","2","3","1","4","9","0","0","0","2","7","2","4","3","2","2","0","4","2","2","1","4","2","3","0","8","1","6","2","1","5","4","3","4","3","0","0","3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"759","33","2","3","3","8","0","2","3","5","6","3","0","0","3","6","0","1","8","0","0","0","1","6","3","0","1","1","8","0","3","6","6","3","0","9","0","3","5","2","1","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"760","25","1","2","5","6","1","6","1","2","5","1","4","4","3","2","2","5","3","1","0","0","6","1","2","1","2","3","4","2","8","1","6","1","3","4","5","5","3","1","2","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"761","1","1","3","4","1","0","4","0","5","7","1","1","1","6","3","4","3","2","4","0","0","3","1","2","4","4","0","2","1","1","8","8","1","1","7","2","2","3","5","0","0","5","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"762","3","1","2","3","1","0","4","0","5","5","2","3","2","4","4","3","3","4","6","0","0","2","0","2","3","2","2","2","2","4","5","5","2","3","6","3","3","3","3","1","0","4","6","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"763","22","1","1","2","5","0","5","2","2","1","4","5","5","4","1","1","6","2","1","0","0","6","1","3","1","4","3","3","0","9","0","3","2","4","6","3","3","4","3","0","0","3","2","1","0","0","5","0","0","0","0","0","0","0","3","0","0","0","2","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0"
"764","35","1","2","3","8","0","5","2","2","6","1","2","2","3","4","3","1","6","2","0","0","3","3","2","2","1","2","5","0","2","7","7","0","2","8","1","2","5","2","0","0","3","5","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"765","31","1","2","4","7","0","2","2","5","7","0","2","0","6","3","0","2","7","0","0","0","3","4","3","0","2","0","7","0","9","0","7","2","0","9","0","6","3","0","0","0","3","1","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"766","3","1","3","4","1","0","9","0","0","9","0","0","0","6","3","0","6","3","4","0","0","4","0","3","3","0","4","3","0","4","6","9","0","0","6","4","3","4","4","0","0","4","6","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"767","33","1","3","3","8","1","4","2","3","7","1","1","1","4","4","1","2","7","2","1","1","1","4","2","2","1","2","5","1","2","7","4","4","2","7","2","3","3","3","0","1","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"768","9","1","3","3","3","0","5","0","4","7","0","2","2","4","3","0","7","2","0","0","0","7","0","2","0","3","5","2","0","9","0","9","0","0","9","0","4","5","0","0","0","3","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"769","35","1","2","4","8","0","4","0","5","3","0","6","5","2","2","1","2","7","0","0","2","2","3","4","0","1","4","5","1","2","7","5","1","4","7","2","1","4","5","0","0","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"770","38","1","3","2","9","0","4","0","5","9","0","0","0","2","7","1","2","6","1","0","0","3","3","3","1","1","3","6","1","5","4","6","1","2","7","2","1","4","4","1","0","4","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"771","10","1","4","2","3","1","2","1","5","7","2","0","0","2","7","2","5","2","3","1","0","4","2","0","2","4","2","2","0","0","9","7","1","2","6","3","1","5","3","1","0","4","8","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"772","23","1","2","2","5","2","2","4","2","2","5","2","2","5","2","0","4","5","0","0","0","4","0","5","0","2","3","5","0","9","0","5","2","2","9","0","0","6","3","0","0","4","3","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"773","23","1","2","3","5","0","5","1","4","4","3","3","1","5","3","2","4","3","2","1","1","5","2","1","2","2","4","3","0","8","1","5","1","4","7","2","4","4","1","1","0","3","3","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"774","3","1","2","5","1","0","6","1","3","4","1","5","5","3","2","2","4","4","2","1","1","5","1","2","1","3","2","3","1","2","7","6","1","3","6","3","5","2","2","1","0","3","6","0","0","0","6","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"775","34","1","2","3","8","1","4","1","4","7","1","2","3","5","2","0","5","4","2","0","0","3","0","4","0","4","3","2","0","2","7","6","2","1","5","4","3","2","0","4","0","6","6","0","4","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"776","9","1","2","3","3","0","6","1","2","7","1","1","5","1","4","5","4","0","4","0","0","5","1","0","1","8","0","0","0","9","0","8","1","1","4","5","0","5","4","0","0","5","4","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"777","39","1","2","4","9","0","4","1","5","3","1","6","3","2","4","0","1","8","1","0","0","1","0","7","0","0","2","2","5","8","1","4","2","4","7","2","7","2","0","0","0","2","5","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"778","13","1","2","2","3","2","2","0","5","3","4","3","3","4","3","6","2","2","6","0","0","2","2","0","6","2","0","2","0","7","2","7","2","0","3","6","2","2","6","0","0","4","6","2","0","0","6","0","0","0","0","0","0","0","1","0","0","0","4","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0"
"779","32","1","2","4","7","0","4","3","2","7","0","2","2","5","2","0","4","5","0","0","0","4","2","4","0","1","3","4","2","9","0","3","0","6","7","2","2","7","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"780","33","1","2","3","8","1","4","1","4","6","2","3","3","4","3","1","4","5","1","1","0","3","2","4","1","2","2","5","1","5","4","6","1","3","7","2","3","4","3","1","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"781","3","1","2","4","1","1","4","1","4","7","1","2","0","9","0","0","0","9","4","0","0","2","2","1","0","0","5","4","0","5","5","6","2","1","5","4","5","5","0","0","0","3","6","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"782","38","1","3","3","9","0","4","0","5","9","0","0","0","3","6","1","2","7","1","0","0","3","4","2","1","1","1","6","1","5","4","6","1","2","7","2","2","4","3","1","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"783","35","1","3","3","8","1","4","2","3","7","1","1","1","4","4","1","2","7","2","1","1","1","4","2","2","1","2","5","1","2","7","4","4","2","7","2","3","3","3","0","1","4","5","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"784","32","1","2","4","7","0","6","1","3","5","0","4","4","4","2","2","3","5","2","0","0","4","3","2","2","3","0","5","2","7","2","6","0","3","9","0","5","2","2","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"785","41","1","3","3","10","0","7","0","3","8","1","1","1","3","5","1","4","5","1","1","3","2","3","1","2","1","3","4","0","2","7","5","4","0","6","3","3","4","4","0","0","4","4","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"786","25","1","2","4","6","1","4","2","3","5","0","4","6","0","3","5","0","4","0","0","0","9","0","0","0","5","0","0","4","4","5","5","1","4","9","0","0","0","9","0","0","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"787","6","1","3","3","2","3","5","2","0","7","0","2","0","3","6","7","1","2","7","0","0","0","1","2","7","0","1","1","2","2","7","8","1","0","4","5","1","1","5","4","0","6","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"788","7","1","4","2","2","1","5","2","3","8","1","0","0","1","8","5","4","1","5","1","0","4","1","0","5","4","1","1","0","0","9","7","1","2","4","5","1","3","6","1","0","5","6","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"789","31","1","2","3","7","3","5","0","2","9","0","0","0","6","3","3","5","2","2","0","0","7","0","1","1","2","4","3","0","5","4","7","2","0","7","2","2","4","2","1","0","4","1","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
